id,bulletin_date,patch_level,category,published,modified,commit_start,commit_end,nvd_severity,nvd_score,nvd_severity_v3,nvd_score_v3
CVE-2019-2305,2019-07-01 00:00:00,2019-07-01,qualcomm components,2019-07-25,2019-07-25,2018-06-11 12:11:18+00:00,2018-07-10 16:57:44+00:00,HIGH,7.5,CRITICAL,9.8
CVE-2019-2278,2019-07-01 00:00:00,2019-07-01,qualcomm components,2019-07-25,2019-07-25,,,HIGH,7.2,HIGH,7.8
CVE-2019-2307,2019-07-01 00:00:00,2019-07-01,qualcomm components,2019-07-25,2019-07-26,2018-10-23 09:38:21+00:00,2018-11-29 07:08:45+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2019-2326,2019-07-01 00:00:00,2019-07-01,qualcomm components,2019-07-25,2019-07-25,2019-01-15 08:49:02+00:00,2019-03-08 09:39:10+00:00,HIGH,7.2,HIGH,7.8
CVE-2019-2328,2019-07-01 00:00:00,2019-07-01,qualcomm components,2019-07-25,2019-07-25,2019-02-04 05:52:49+00:00,2019-02-25 10:02:02+00:00,HIGH,7.2,HIGH,7.8
CVE-2019-2254,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,HIGH,7.5,CRITICAL,9.8
CVE-2019-2322,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,HIGH,9.3,CRITICAL,9.8
CVE-2019-2327,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,HIGH,10.0,CRITICAL,9.8
CVE-2019-2235,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,MEDIUM,4.6,HIGH,7.8
CVE-2019-2236,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,LOW,2.1,MEDIUM,5.5
CVE-2019-2237,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,LOW,2.1,MEDIUM,5.5
CVE-2019-2238,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,MEDIUM,4.6,HIGH,7.8
CVE-2019-2239,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,LOW,2.1,MEDIUM,5.5
CVE-2019-2240,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,LOW,2.1,MEDIUM,5.5
CVE-2019-2241,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,LOW,2.1,MEDIUM,5.5
CVE-2019-2253,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,HIGH,7.5,CRITICAL,9.8
CVE-2019-2334,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,HIGH,7.8,HIGH,7.5
CVE-2019-2346,2019-07-01 00:00:00,2019-07-01,"qualcomm closed-source
components",2019-07-25,2019-07-25,,,HIGH,7.2,HIGH,7.8
CVE-2021-0472,2021-05-03 00:00:00,2021-05-01,framework,2021-06-11,2021-06-11,2021-02-02 18:14:42+00:00,2021-03-18 23:59:52+00:00,MEDIUM,4.6,HIGH,7.8
CVE-2021-0485,2021-05-03 00:00:00,2021-05-01,framework,2021-06-11,2021-06-11,2021-03-02 09:21:22-08:00,2021-03-19 00:00:05+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0487,2021-05-03 00:00:00,2021-05-01,framework,2021-06-11,2021-06-11,2021-02-10 12:16:06-08:00,2021-03-19 00:00:26+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0482,2021-05-03 00:00:00,2021-05-01,media framework,2021-06-11,2021-06-11,2021-01-10 11:27:25-08:00,2021-03-18 23:59:37+00:00,MEDIUM,6.9,HIGH,7.0
CVE-2021-0484,2021-05-03 00:00:00,2021-05-01,media framework,2021-06-11,2021-06-11,2021-02-08 16:09:38+00:00,2021-03-18 23:59:41+00:00,LOW,2.1,MEDIUM,5.5
CVE-2021-0473,2021-05-03 00:00:00,2021-05-01,system,2021-06-11,2021-06-11,2021-02-19 15:38:43-08:00,2021-03-19 00:00:55+00:00,HIGH,8.3,HIGH,8.8
CVE-2021-0474,2021-05-03 00:00:00,2021-05-01,system,2021-06-11,2021-06-11,2021-02-04 17:30:55-08:00,2021-03-19 00:00:46+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2021-0475,2021-05-03 00:00:00,2021-05-01,system,2021-06-11,2021-06-11,2021-02-04 12:54:28-08:00,2021-03-19 00:00:31+00:00,HIGH,8.3,HIGH,8.8
CVE-2021-0476,2021-05-03 00:00:00,2021-05-01,system,2021-06-11,2021-06-11,2021-01-28 14:08:17+08:00,2021-03-19 00:00:50+00:00,MEDIUM,6.9,HIGH,7.0
CVE-2021-0477,2021-05-03 00:00:00,2021-05-01,system,2021-06-11,2021-06-11,2021-02-08 11:30:34-05:00,2021-03-19 00:00:16+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0481,2021-05-03 00:00:00,2021-05-01,system,2021-06-11,2021-06-11,2021-03-09 20:38:56+00:00,2021-03-19 00:00:22+00:00,HIGH,9.3,HIGH,7.8
CVE-2021-0466,2021-05-03 00:00:00,2021-05-01,system,2021-06-11,2021-06-11,2020-10-19 18:08:55+02:00,2021-03-11 13:48:05-08:00,MEDIUM,5.0,HIGH,7.5
CVE-2021-0480,2021-05-03 00:00:00,2021-05-01,system,2021-06-11,2021-06-11,2021-02-22 15:58:57-05:00,2021-03-18 23:59:47+00:00,MEDIUM,4.3,MEDIUM,5.5
CVE-2019-2219,2021-05-03 00:00:00,2021-05-01,framework,2019-12-06,2021-06-21,2020-09-29 01:09:12-04:00,2020-11-18 16:53:35+00:00,MEDIUM,4.7,MEDIUM,4.7
CVE-2020-29661,2021-05-03 00:00:00,2021-05-01,kernel components,2020-12-09,2021-11-12,2020-12-03 02:25:04+01:00,2020-12-04 17:38:48+01:00,HIGH,7.2,HIGH,7.8
CVE-2021-0467,2021-05-03 00:00:00,2021-05-01,amlogic,2021-06-14,2021-06-14,,,MEDIUM,4.6,MEDIUM,6.8
CVE-2021-28663,2021-05-03 00:00:00,2021-05-01,arm components,2021-05-10,2021-05-10,,,HIGH,9.0,HIGH,8.8
CVE-2021-28664,2021-05-03 00:00:00,2021-05-01,arm components,2021-05-10,2022-10-27,,,HIGH,9.0,HIGH,8.8
CVE-2021-0489,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0490,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0491,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0492,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0493,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0494,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0495,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0496,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0497,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0498,2021-05-03 00:00:00,2021-05-01,mediatek components,2021-06-11,2021-06-11,,,HIGH,7.2,HIGH,7.8
CVE-2021-0324,2021-05-03 00:00:00,2021-05-01,unisoc components,2021-06-14,2021-06-14,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-1891,2021-05-03 00:00:00,2021-05-01,qualcomm components,2021-05-07,2021-05-07,,,MEDIUM,4.6,HIGH,7.8
CVE-2021-1905,2021-05-03 00:00:00,2021-05-01,qualcomm components,2021-05-07,2021-05-07,2020-12-28 10:36:42+00:00,2021-01-07 19:06:41+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-1927,2021-05-03 00:00:00,2021-05-01,qualcomm components,2021-05-07,2021-05-07,,,HIGH,7.2,HIGH,7.8
CVE-2021-1906,2021-05-03 00:00:00,2021-05-01,qualcomm components,2021-05-07,2021-05-07,2021-01-07 15:18:09+00:00,2021-01-08 05:30:15+00:00,LOW,2.1,MEDIUM,5.5
CVE-2020-11273,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,7.8,HIGH,7.5
CVE-2020-11274,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,7.8,HIGH,7.5
CVE-2020-11279,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,10.0,CRITICAL,9.8
CVE-2020-11284,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,7.2,HIGH,7.8
CVE-2020-11285,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,9.4,CRITICAL,9.1
CVE-2020-11288,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,7.2,HIGH,7.8
CVE-2020-11289,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,7.2,HIGH,7.8
CVE-2021-1910,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-1915,2021-05-03 00:00:00,2021-05-01,qualcomm closed-source components,2021-05-07,2021-05-07,,,HIGH,7.2,HIGH,7.8
CVE-2018-9338,2018-06-04 00:00:00,2018-06-01,framework,,,2018-04-05 17:57:27-07:00,2018-05-08 23:33:11+00:00,,,,
CVE-2018-9339,2018-06-04 00:00:00,2018-06-01,framework,,,2018-03-16 12:20:40-07:00,2018-05-08 23:33:07+00:00,,,,
CVE-2017-13227,2018-06-04 00:00:00,2018-06-01,framework,,,2017-11-30 17:41:57-08:00,2018-03-22 20:41:58+00:00,,,,
CVE-2018-9340,2018-06-04 00:00:00,2018-06-01,framework,,,2018-04-05 17:57:27-07:00,2018-05-08 23:33:11+00:00,,,,
CVE-2018-9341,2018-06-04 00:00:00,2018-06-01,media framework,,,2018-03-15 09:17:57+05:30,2018-05-08 23:32:43+00:00,,,,
CVE-2018-5146,2018-06-04 00:00:00,2018-06-01,media framework,2018-06-11,2018-11-25,,,MEDIUM,6.8,HIGH,8.8
CVE-2017-13230,2018-06-04 00:00:00,2018-06-01,media framework,2018-02-12,2018-02-13,2017-07-06 16:11:17+05:30,2017-12-14 21:10:23+00:00,HIGH,9.3,HIGH,8.8
CVE-2018-9344,2018-06-04 00:00:00,2018-06-01,media framework,,,2018-03-21 15:52:21-07:00,2018-05-08 23:33:23+00:00,,,,
CVE-2018-9345,2018-06-04 00:00:00,2018-06-01,media framework,,,2018-04-05 17:16:20-07:00,2018-05-08 23:32:50+00:00,,,,
CVE-2018-9346,2018-06-04 00:00:00,2018-06-01,media framework,,,2018-04-05 17:16:20-07:00,2018-05-08 23:32:50+00:00,,,,
CVE-2018-9347,2018-06-04 00:00:00,2018-06-01,media framework,2018-11-14,2018-11-15,2018-04-02 14:59:10-07:00,2018-05-08 23:32:48+00:00,MEDIUM,4.3,MEDIUM,6.5
CVE-2018-9348,2018-06-04 00:00:00,2018-06-01,media framework,,,2018-04-02 14:59:10-07:00,2018-05-08 23:32:48+00:00,,,,
CVE-2018-9355,2018-06-04 00:00:00,2018-06-01,system,2018-11-06,2018-11-07,2018-04-02 10:05:56-07:00,2018-05-08 23:33:31+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2018-9356,2018-06-04 00:00:00,2018-06-01,system,2018-11-06,2018-11-07,2018-03-21 16:45:32-07:00,2018-05-08 23:33:40+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2018-9357,2018-06-04 00:00:00,2018-06-01,system,2018-11-06,2018-11-07,2018-04-11 16:04:51-07:00,2018-05-08 23:33:49+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-9358,2018-06-04 00:00:00,2018-06-01,system,2018-11-06,2018-11-07,2018-04-05 09:54:13-07:00,2018-05-08 23:33:37+00:00,HIGH,7.8,HIGH,7.5
CVE-2018-9359,2018-06-04 00:00:00,2018-06-01,system,2018-11-06,2018-11-07,2018-04-12 15:50:28-07:00,2018-05-08 23:33:43+00:00,HIGH,7.8,HIGH,7.5
CVE-2018-9360,2018-06-04 00:00:00,2018-06-01,system,2018-11-06,2018-11-07,2018-04-12 15:50:28-07:00,2018-05-08 23:33:43+00:00,HIGH,7.8,HIGH,7.5
CVE-2018-9361,2018-06-04 00:00:00,2018-06-01,system,2018-11-06,2018-11-07,2018-04-12 15:50:28-07:00,2018-05-08 23:33:43+00:00,HIGH,7.8,HIGH,7.5
CVE-2018-9362,2018-06-04 00:00:00,2018-06-01,system,2018-11-06,2018-11-07,2018-03-23 14:29:55-07:00,2018-05-08 23:33:19+00:00,HIGH,7.8,HIGH,7.5
CVE-2018-5383,2018-06-04 00:00:00,2018-06-01,broadcom components,2018-08-07,2020-05-10,,,MEDIUM,4.3,MEDIUM,6.8
CVE-2018-9363,2018-06-04 00:00:00,2018-06-01,kernel components,2018-11-06,2019-08-06,,,HIGH,7.2,HIGH,8.4
CVE-2017-17806,2018-06-04 00:00:00,2018-06-01,kernel components,2017-12-20,2018-10-31,2017-11-28 18:01:38-08:00,2017-11-29 13:39:15+11:00,HIGH,7.2,HIGH,7.8
CVE-2017-17807,2018-06-04 00:00:00,2018-06-01,kernel components,2017-12-20,2018-04-24,2017-12-08 15:13:27+00:00,2017-12-08 15:13:27+00:00,LOW,2.1,LOW,3.3
CVE-2017-17558,2018-06-04 00:00:00,2018-06-01,kernel components,2017-12-12,2019-10-16,,,HIGH,7.2,MEDIUM,6.6
CVE-2018-9364,2018-06-04 00:00:00,2018-06-01,lg components,,,,,,,,
CVE-2018-9409,2018-06-04 00:00:00,2018-06-01,media framework,,,,,,,,
CVE-2018-9373,2018-06-04 00:00:00,2018-06-01,mediatek components,,,,,,,,
CVE-2018-9366,2018-06-04 00:00:00,2018-06-01,mediatek components,,,,,,,,
CVE-2018-9367,2018-06-04 00:00:00,2018-06-01,mediatek components,,,,,,,,
CVE-2018-9368,2018-06-04 00:00:00,2018-06-01,mediatek components,,,,,,,,
CVE-2018-9369,2018-06-04 00:00:00,2018-06-01,mediatek components,,,,,,,,
CVE-2018-9370,2018-06-04 00:00:00,2018-06-01,mediatek components,,,,,,,,
CVE-2018-9371,2018-06-04 00:00:00,2018-06-01,mediatek components,,,,,,,,
CVE-2018-9372,2018-06-04 00:00:00,2018-06-01,mediatek components,,,,,,,,
CVE-2017-6290,2018-06-04 00:00:00,2018-06-01,nvidia components,2018-06-07,2018-06-07,,,HIGH,7.2,HIGH,7.8
CVE-2017-6294,2018-06-04 00:00:00,2018-06-01,nvidia components,2018-06-07,2018-06-07,,,HIGH,7.2,HIGH,7.8
CVE-2017-6292,2018-06-04 00:00:00,2018-06-01,nvidia components,2018-06-07,2018-06-07,,,HIGH,7.2,HIGH,7.8
CVE-2017-18158,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,2017-09-04 12:46:34+00:00,2017-09-07 05:36:19+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-3569,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,2017-12-20 14:28:58+00:00,2017-12-21 04:39:14+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-18155,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-12,2018-07-12,,,MEDIUM,4.6,HIGH,7.8
CVE-2018-5854,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-06-15,2018-06-15,,,MEDIUM,4.6,HIGH,7.8
CVE-2017-13077,2018-06-04 00:00:00,2018-06-01,qualcomm components,2017-10-16,2018-11-13,,,MEDIUM,5.4,MEDIUM,6.8
CVE-2018-5896,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,,,MEDIUM,6.6,HIGH,7.1
CVE-2018-5829,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,2018-01-19 12:30:03+00:00,2018-01-25 06:09:43+00:00,HIGH,7.8,HIGH,7.5
CVE-2018-5383,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-08-07,2020-05-10,,,MEDIUM,4.3,MEDIUM,6.8
CVE-2017-18159,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,2017-09-07 07:22:51+00:00,2017-10-26 10:35:09+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-18158,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,,,HIGH,7.2,HIGH,7.8
CVE-2018-5835,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,2017-12-08 09:20:46+00:00,2017-12-11 07:05:51+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-5834,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,2017-12-18 07:21:12+00:00,2017-12-28 11:48:57+00:00,MEDIUM,4.6,HIGH,7.8
CVE-2018-5831,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,2018-01-17 16:49:00+00:00,2018-02-17 20:26:54+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-5830,2018-06-04 00:00:00,2018-06-01,qualcomm components,2018-07-06,2018-07-06,2017-12-25 09:03:51+00:00,2018-01-11 19:27:16+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-18157,2018-06-04 00:00:00,2018-06-01,qualcomm closed-source components,2019-05-06,2019-05-06,,,HIGH,7.2,HIGH,7.8
CVE-2017-18156,2018-06-04 00:00:00,2018-06-01,qualcomm closed-source components,2019-05-06,2019-05-06,,,HIGH,7.2,HIGH,7.8
CVE-2018-5892,2018-06-04 00:00:00,2018-06-01,qualcomm closed-source components,2018-07-06,2018-07-06,,,MEDIUM,5.0,HIGH,7.5
CVE-2018-5891,2018-06-04 00:00:00,2018-06-01,qualcomm closed-source components,2018-07-06,2018-07-06,,,MEDIUM,4.6,HIGH,8.4
CVE-2018-5885,2018-06-04 00:00:00,2018-06-01,qualcomm closed-source components,2018-07-06,2018-07-06,,,HIGH,7.5,CRITICAL,9.8
CVE-2018-5894,2018-06-04 00:00:00,2018-06-01,qualcomm closed-source components,2018-07-06,2018-07-06,,,MEDIUM,4.3,MEDIUM,6.5
CVE-2018-5884,2018-06-04 00:00:00,2018-06-01,qualcomm closed-source components,2018-07-06,2018-07-06,,,MEDIUM,4.6,HIGH,8.4
CVE-2018-5383,2018-06-04 00:00:00,2018-06-01,system,2018-08-07,2020-05-10,2018-03-01 13:27:01-08:00,2018-06-11 22:22:59+00:00,MEDIUM,4.3,MEDIUM,6.8
CVE-2017-0807,2017-12-04 00:00:00,2017-12-01,framework,2017-10-03,2017-12-12,,,HIGH,10.0,CRITICAL,9.8
CVE-2017-0870,2017-12-04 00:00:00,2017-12-01,framework,2017-12-06,2017-12-12,2017-09-20 17:09:08-07:00,2017-09-22 18:31:15+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-0871,2017-12-04 00:00:00,2017-12-01,framework,2017-12-06,2017-12-12,2017-09-20 16:09:16-06:00,2017-09-20 23:39:20+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-0872,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-09-27 16:31:08-04:00,2017-10-02 15:25:42+00:00,HIGH,9.3,HIGH,8.8
CVE-2017-0876,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,,,HIGH,9.3,HIGH,8.8
CVE-2017-0877,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,,,HIGH,9.3,HIGH,8.8
CVE-2017-0878,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-08-29 17:04:05+05:30,2017-10-03 14:33:53-07:00,HIGH,9.3,HIGH,8.8
CVE-2017-13151,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-07-12 17:35:09+05:30,2017-10-03 10:38:12-07:00,HIGH,9.3,HIGH,8.8
CVE-2017-13153,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-09-12 16:42:44-07:00,2017-10-03 19:17:22+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-0837,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-08-15 12:48:54-07:00,2017-10-10 00:03:44+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-0873,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-07-10 16:24:33+05:30,2017-09-29 12:30:44-07:00,HIGH,7.1,MEDIUM,6.5
CVE-2017-0874,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-08-01 14:51:55+05:30,2017-09-29 10:25:21-07:00,HIGH,7.1,MEDIUM,6.5
CVE-2017-0880,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-03-10 10:50:33-05:00,2017-10-06 13:46:41+00:00,HIGH,7.1,MEDIUM,6.5
CVE-2017-13148,2017-12-04 00:00:00,2017-12-01,media framework,2017-12-06,2017-12-12,2017-08-31 15:30:27+05:30,2017-10-05 14:52:34-07:00,HIGH,7.1,MEDIUM,6.5
CVE-2017-13160,2017-12-04 00:00:00,2017-12-01,system,2017-12-06,2017-12-09,2017-04-06 18:35:40-06:00,2017-09-28 18:30:21+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2017-13156,2017-12-04 00:00:00,2017-12-01,system,2017-12-06,2019-11-07,2017-08-09 18:32:09+01:00,2017-09-20 15:14:11+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-13157,2017-12-04 00:00:00,2017-12-01,system,2017-12-06,2017-12-09,2017-06-12 17:33:07-06:00,2017-10-03 20:35:10+00:00,HIGH,7.8,HIGH,7.5
CVE-2017-13158,2017-12-04 00:00:00,2017-12-01,system,2017-12-06,2017-12-09,2017-06-12 17:33:07-06:00,2017-10-03 20:35:10+00:00,HIGH,7.8,HIGH,7.5
CVE-2017-13159,2017-12-04 00:00:00,2017-12-01,system,2017-12-06,2017-12-09,2017-06-12 17:33:58-06:00,2017-10-03 20:30:15+00:00,HIGH,7.8,HIGH,7.5
CVE-2017-13162,2017-12-04 00:00:00,2017-12-01,kernel components,2017-12-06,2017-12-08,,,HIGH,9.3,HIGH,7.8
CVE-2017-0564,2017-12-04 00:00:00,2017-12-01,kernel components,2017-04-07,2017-12-05,,,HIGH,9.3,HIGH,7.8
CVE-2017-7533,2017-12-04 00:00:00,2017-12-01,kernel components,2017-08-05,2019-06-28,2017-07-07 14:51:19-04:00,2017-07-07 20:09:10-04:00,MEDIUM,6.9,HIGH,7.0
CVE-2017-13174,2017-12-04 00:00:00,2017-12-01,kernel components,2017-12-06,2017-12-08,,,HIGH,7.2,HIGH,7.8
CVE-2017-13170,2017-12-04 00:00:00,2017-12-01,mediatek components,2017-12-06,2017-12-09,,,HIGH,7.2,HIGH,7.8
CVE-2017-13171,2017-12-04 00:00:00,2017-12-01,mediatek components,2017-12-06,2017-12-09,,,HIGH,7.2,HIGH,7.8
CVE-2017-13173,2017-12-04 00:00:00,2017-12-01,mediatek components,2017-12-06,2017-12-09,,,HIGH,7.2,HIGH,7.8
CVE-2017-6262,2017-12-04 00:00:00,2017-12-01,nvidia components,2017-12-06,2017-12-08,,,MEDIUM,6.9,HIGH,7.0
CVE-2017-6262,2017-12-04 00:00:00,2017-12-01,nvidia components,2017-12-06,2017-12-08,,,MEDIUM,6.9,HIGH,7.0
CVE-2017-6263,2017-12-04 00:00:00,2017-12-01,nvidia components,2017-12-06,2017-12-08,,,HIGH,7.2,HIGH,7.8
CVE-2017-6263,2017-12-04 00:00:00,2017-12-01,nvidia components,2017-12-06,2017-12-08,,,HIGH,7.2,HIGH,7.8
CVE-2017-6276,2017-12-04 00:00:00,2017-12-01,nvidia components,2017-12-06,2017-12-08,,,HIGH,7.2,HIGH,7.8
CVE-2017-6276,2017-12-04 00:00:00,2017-12-01,nvidia components,2017-12-06,2017-12-08,,,HIGH,7.2,HIGH,7.8
CVE-2017-11043,2017-12-04 00:00:00,2017-12-01,qualcomm components,2017-12-05,2018-02-12,2017-07-12 05:42:19+00:00,2017-07-26 07:45:54+00:00,HIGH,9.3,HIGH,7.8
CVE-2016-3706,2017-12-04 00:00:00,2017-12-01,qualcomm components,2016-06-10,2017-12-07,2016-09-09 21:33:41+05:30,2016-09-30 22:39:34+05:30,MEDIUM,5.0,HIGH,7.5
CVE-2016-4429,2017-12-04 00:00:00,2017-12-01,qualcomm components,2016-06-10,2021-07-20,2016-09-09 21:33:41+05:30,2016-09-30 22:39:34+05:30,MEDIUM,4.3,MEDIUM,5.9
CVE-2017-11007,2017-12-04 00:00:00,2017-12-01,qualcomm components,2017-12-05,2017-12-07,,,HIGH,7.2,HIGH,7.8
CVE-2017-14904,2017-12-04 00:00:00,2017-12-01,qualcomm components,2017-12-05,2018-01-19,,,HIGH,7.2,HIGH,7.8
CVE-2017-9716,2017-12-04 00:00:00,2017-12-01,qualcomm components,2017-12-05,2017-12-07,2017-05-02 17:11:06+00:00,2017-05-08 09:19:41+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-14897,2017-12-04 00:00:00,2017-12-01,qualcomm components,2017-12-05,2017-12-07,2017-06-01 11:50:10+00:00,2017-08-18 06:22:22+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-14902,2017-12-04 00:00:00,2017-12-01,qualcomm components,2017-12-05,2017-12-07,2017-06-21 16:03:45+00:00,2017-07-05 12:00:38+00:00,MEDIUM,6.9,HIGH,7.0
CVE-2017-14895,2017-12-04 00:00:00,2017-12-01,qualcomm components,2017-12-05,2017-12-07,2017-03-01 10:23:16+00:00,2017-03-02 22:19:02+00:00,HIGH,7.2,HIGH,7.8
CVE-2017-6211,2017-12-04 00:00:00,2017-12-01,"qualcomm closed-source
components",2017-12-05,2017-12-07,,,HIGH,10.0,CRITICAL,9.8
CVE-2017-14908,2017-12-04 00:00:00,2017-12-01,"qualcomm closed-source
components",2017-12-05,2017-12-07,,,HIGH,10.0,CRITICAL,9.8
CVE-2017-14909,2017-12-04 00:00:00,2017-12-01,"qualcomm closed-source
components",2017-12-05,2017-12-07,,,HIGH,10.0,CRITICAL,9.8
CVE-2017-14914,2017-12-04 00:00:00,2017-12-01,"qualcomm closed-source
components",2017-12-05,2017-12-07,,,HIGH,10.0,CRITICAL,9.8
CVE-2017-14916,2017-12-04 00:00:00,2017-12-01,"qualcomm closed-source
components",2017-12-05,2017-12-07,,,HIGH,10.0,CRITICAL,9.8
CVE-2017-14917,2017-12-04 00:00:00,2017-12-01,"qualcomm closed-source
components",2017-12-05,2017-12-07,,,HIGH,10.0,CRITICAL,9.8
CVE-2017-14918,2017-12-04 00:00:00,2017-12-01,"qualcomm closed-source
components",2017-12-05,2017-12-07,,,HIGH,10.0,CRITICAL,9.8
